Phase 1,,Phase 2,,Phase 2',,Phase 3,,Phase 4,,Phase 5,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.014225110569545896,0.017950883347880975,0.008080151638234445,0.015221817072520238,0.006376929325751346,-0.02010653489037395,0.005987303306555891,-0.04228511396422974,0.004631202356628783,0.0022282023296522624,0.007354970149446138,-0.10169716935368989
0.028919577579203826,0.09708319524515296,0.00888166802057938,-0.03640939865378989,0.021533054055632495,-0.03457733063914681,0.02038491239682677,-0.058757472484284534,0.012221319613683501,-0.06832239688585062,0.02090441375575408,-0.15542370035015374
0.043614044588861756,0.17861850841077676,0.023175376839064787,0.05298968937020554,0.03620001805217071,0.001997226219780046,0.03370641152931969,-0.10266994723677492,0.037713993441044535,-0.14143201006733896,0.035598880765411955,-0.25383077627971673
0.05830851159851963,0.25732676126068554,0.03827060203989524,0.09217109182575278,0.047770055460280125,-0.03754170278276803,0.04838497543615328,-0.10924853879147989,0.056638685801967625,-0.2113746101422258,0.050293347775069885,-0.34304990618321085
0.07300297860817756,0.34366807696302537,0.052965069049553115,0.14373956564480928,0.07433883924541917,-0.01934162484359092,0.06365195414748614,-0.06349213123603015,0.07300297860817756,-0.284302792308905,0.06498781478472776,-0.422939737044846
0.08769744561783549,0.43170562885479136,0.06765953605921105,0.20548545660043693,0.0890333062550771,0.000761667661572929,0.07834642115714407,-0.04118373168461176,0.08769744561783549,-0.3273600659143838,0.07968228179438569,-0.4994370955276253
0.10239191262749336,0.5248318893148429,0.08235400306886898,0.2672313475560646,0.10372777326473498,0.037092286378930694,0.09304088816680195,-0.027045536445605478,0.10239191262749336,-0.3572109291878842,0.09437674880404362,-0.5691495092526946
0.1170863796371513,0.623894976437894,0.09704847007852685,0.3374584194588337,0.11842224027439291,0.09946013060401526,0.10773535517645988,-0.006207208258356189,0.1170863796371513,-0.3862136743666724,0.1090712158137015,-0.6329250963147626
0.13178084664680917,0.7280467721292307,0.11174293708818478,0.40938172755103164,0.13311670728405084,0.15809625521235837,0.12265246562565807,0.01293706929516425,0.13178084664680917,-0.40758335669303314,0.12376568282335942,-0.6950044471874026
0.1464753136564671,0.8321985678205657,0.12643740409784265,0.48639374421151427,0.1478111742937087,0.20542413855784503,0.1370457091582909,0.031282964499625976,0.1464753136564671,-0.42980115711410605,0.13846014983301735,-0.7477544990181872
0.16116978066612503,0.943135308269615,0.14113187110750058,0.5659501151561397,0.16250564130336664,0.25868884856633123,0.1645094322592291,0.04578847088964366,0.16116978066612503,-0.44438589468275147,0.15315461684267523,-0.7988083146595422
0.1758642476757829,1.0625532296658058,0.1558263381171585,0.6531395489531926,0.17720010831302452,0.3144979128589611,0.18120769022474942,0.08376431928984474,0.1758642476757829,-0.4555781598725428,0.16784908385233316,-0.8473177760167552
0.19055871468544083,1.1802749148725686,0.1705208051268164,0.7445695732238153,0.19189457532268245,0.37200321334101805,0.19590215723440735,0.12006666740404626,0.19055871468544083,-0.46677042506233235,0.18254355086199103,-0.8924347649951105
0.2052531816950987,1.2996928362687594,0.18521527213647432,0.835151479399725,0.20658904233234038,0.43459722239135967,0.21059662424406522,0.1580652517076775,0.2052531816950987,-0.47372209977855206,0.19723801787164896,-0.9367036358787537
0.21994764870475664,1.4241994662332358,0.19990973914613225,0.9299739760492054,0.22128350934199825,0.4971912314417022,0.22529109125372315,0.2036968988637362,0.22012576345638885,-0.4768686875721375,0.2119324848813069,-0.9758837981941113
0.2346421157144145,1.551250450481854,0.21460420615579012,1.0358220079299691,0.23597797635165607,0.5665701852497564,0.23998555826338097,0.2450879555462233,0.2346421157144145,-0.47292473556927916,0.22662695189096477,-1.0142158424147532
0.24933658272407244,1.6825420252040422,0.22929867316544805,1.136581331242449,0.250672443361314,0.6376453752472404,0.2546800252730389,0.2949601931758554,0.24933658272407244,-0.4682854629910693,0.24132141890062264,-1.049155414256541
0.26403104973373026,1.81552983611566,0.24399314017510587,1.2441255993126408,0.26536691037097193,0.7163536280971519,0.26937449228269683,0.3465286669949119,0.26403104973373026,-0.4591228939077201,0.25601588591028057,-1.080702513719471
0.2787255167433882,1.9485176470272778,0.2586876071847638,1.3516698673828333,0.28006137738062986,0.7942137628523485,0.28406895929235476,0.40148961319282694,0.2787255167433882,-0.4516565610137988,0.2707103529199385,-1.1097052588982592
0.2934199837530461,2.0857460484124655,0.27338207419442173,1.4626066078318836,0.2947558443902878,0.874618251891687,0.2987634263020127,0.4556024412960271,0.2934199837530461,-0.4399496376463077,0.2854048199295963,-1.1319230593193321
0.30811445076270405,2.225518804081796,0.28807654120407966,1.5786320568492176,0.3094503113999457,0.9635039218781687,0.3134578933116705,0.5122596236833692,0.30811445076270405,-0.4248502418999589,0.30009928693925425,-1.1583814502139766
0.322808917772362,2.367835914035269,0.3027710082137375,1.691265033487694,0.32414477840960354,1.0506933556752207,0.32815236032132844,0.570613042260141,0.322808917772362,-0.41229520043775203,0.3147937539489122,-1.1780548963509094
0.3375033847820199,2.5084567877993136,0.3174654752233954,1.806442364410315,0.33883924541926147,1.1378827894722736,0.34284682733098637,0.6315108151210547,0.3375033847820199,-0.39719580469140325,0.3294882209585701,-1.1960321062984125
0.35219785179167773,2.649925779658073,0.33215994223305334,1.9233159315223638,0.3535337124289194,1.2250722232693265,0.3575412943406443,0.6949529422661112,0.35219785179167773,-0.38040017275562477,0.34418268796822804,-1.2148574343406313
0.36689231880133566,2.79733159817983,0.34685440924271127,2.0427338529185537,0.36822817943857733,1.316502247539951,0.37223576135030223,0.7609394236953086,0.36689231880133566,-0.3619083046304201,0.35887715497788586,-1.2336827623828484
0.38244555336350605,3.0724724317661005,0.3615488762523692,2.168088600977743,0.38292264644823526,1.405387917526431,0.38693022835996005,0.8277740232192219,0.3815867858109936,-0.3400239641263578,0.3735716219875438,-1.2508118542356375
0.37891506453651036,2.914114320101973,0.376243343262027,2.2900508766580776,0.3976171134578931,1.4993622960811974,0.401624695369618,0.8946086227431351,0.3962812528206515,-0.3164433874328676,0.3882660889972017,-1.261156001330713
0.39572464422180076,3.1122822588575554,0.39093781027168495,2.414557506622552,0.412311580467551,1.5950329108253918,0.4163191623792759,0.9665319308353322,0.41097571983030945,-0.2903184564552337,0.40296055600685965,-1.2723482665205026
0.41097571983030945,3.2420934080292474,0.4056322772813429,2.5399122546817425,0.42700604747720894,1.6949441160431569,0.43101362938893384,1.040999593211673,0.42567018683996727,-0.2658897616670295,0.4176550230165176,-1.2826924136155764
0.42567018683996727,3.392891698929863,0.4203267442910008,2.6686594751197887,0.44170051448686687,1.794007203166207,0.44570809639859177,1.1120747832091569,0.4403646538496252,-0.2414610668788253,0.4323494900261755,-1.2913403245212258
0.4403646538496252,3.5453862260199065,0.43502121130065874,2.797406695557836,0.4563949814965248,1.8939184083839722,0.4604025634082497,1.18314997320664,0.45505912085928313,-0.21533613590119316,0.44704395703583333,-1.2957476449533036
0.45505912085928313,3.697880753109949,0.44971567831031667,2.927002034090596,0.4710894485061826,1.9895890231281674,0.4750970304179075,1.2516808089199811,0.46975358786894106,-0.19005932301827144,0.46173842404549126,-1.310332382521949
0.46975358786894106,3.849527162105278,0.4644101453199745,3.055749254528643,0.48578391551584055,2.1034941769087157,0.49104386677497947,1.3231128406442565,0.484448054878599,-0.1571494472829258,0.4764328910551492,-1.3113472305751692
0.484448054878599,4.007110397763605,0.4791046123296324,3.1828002387772614,0.5013132954237743,2.1713794507579243,0.5036422629821232,1.34460527463904,0.4993782620007112,-0.14898733900552763,0.49168396666365777,-1.323266711674199
0.499320636639889,4.161808010930711,0.49505144868670437,3.324202013315455,0.5151728495351564,2.2910188749708906,0.5191804314468813,1.4699950874807168,0.5138369888979147,-0.1057477034223755,0.5046768016711152,-1.3480035009194733
0.5122339561332248,4.269674041793187,0.5073485229455984,3.3951150931226897,0.5298673165448143,2.3951706706622264,0.5338748984565392,1.5436146317623427,0.5285314559075727,-0.07453406387645778,0.5205162920841229,-1.3330503728185406
0.5258597346330894,4.442573223109077,0.5231880133586062,3.5775230810385423,0.5445617835544723,2.4950818758799915,0.5485693654661971,1.6163860579492546,0.5432259229172306,-0.04586477861468197,0.5352107590937808,-1.3450907561030458
0.5405542016427474,4.594219632104406,0.537882480368264,3.708814655760732,0.5592562505641301,2.5975374353818985,0.563263832475855,1.6866131298520246,0.5579203899268885,-0.019739847637048058,0.5499052261034387,-1.348649958440408
0.5552486686524052,4.745017923005021,0.552576947377922,3.8375618761987784,0.573950717573788,2.6999929948838073,0.5779582994855129,1.7559920836600798,0.5726148569365465,0.008929437624727754,0.5645996931130967,-1.3564497512513416
0.5699431356620631,4.895816213905635,0.5672714143875799,3.9654609785421107,0.588645184583446,2.7999042001015715,0.5926527664951708,1.823674801278707,0.5873093239462043,0.03251001431821976,0.5792941601227546,-1.367642016441133
0.584637602671721,5.050006977185108,0.5819658813972378,4.095056317074871,0.6033396515931039,2.9015116415087645,0.6073472335048288,1.8913575188973333,0.6020037909558622,0.05948306339056586,0.5939886271324124,-1.3805305178203504
0.599332069681379,5.2008052680857215,0.5966603484068957,4.220411065134061,0.6180341186027618,3.0014228467265296,0.6220417005144866,1.9590402365159605,0.6166982579655201,0.08221552198934212,0.6086830941420703,-1.3908746649154278
0.6140265366910369,5.353299795175765,0.6113548154165536,4.35170263985625,0.6327285856124196,3.0987896976601537,0.6367361675241445,2.02333048175573,0.6313927249751781,0.1024036263039747,0.6233775611517283,-1.4054594024840714
0.6287210037006948,5.504098086076379,0.6260492824262115,4.476209269820726,0.6474230526220776,3.193612194309633,0.6514306345338025,2.0859244908060726,0.646087191984836,0.12343984871332303,0.6380720281613862,-1.4174997857685767
0.6434154707103527,5.659136967450565,0.6407437494358694,4.599867781690488,0.6621175196317355,3.2875865728643987,0.6661251015434604,2.1434297912881304,0.6607816589944938,0.1385392444596718,0.6527664951710441,-1.4329326414319379
0.6581099377200106,5.801454077404038,0.6554382164455274,4.718437584991964,0.6768119866413934,3.3807128333244503,0.6808195685531183,2.2017832098649013,0.6754761260041517,0.15703111258487645,0.6674609621807019,-1.450061733284727
0.6728044047296685,5.942923069262798,0.6701326834551853,4.835311152104013,0.6915064536510513,3.469598503310932,0.6955140355627761,2.2567441560628154,0.6901705930138097,0.17043427214179907,0.6821554291903599,-1.4722795337058
0.6874988717393264,6.076758998269129,0.6848271504648432,4.952184719216062,0.7062009206607092,3.555091700918556,0.7102085025724341,2.307464511787159,0.7048650600234676,0.17366001456215052,0.6968498962000178,-1.4944973341268764
0.7021933387489844,6.212291163464888,0.699521617474501,5.063969577759824,0.7208953876703671,3.6346480718631806,0.724902969582092,2.3539442770379324,0.7195595270331255,0.1794301112666421,0.7115443632096757,-1.5243481974003785
0.7168878057586422,6.3393421477135075,0.714216084484159,5.173210082019445,0.735589854680025,3.713356324713091,0.7395974365917499,2.397879688004563,0.7342539940427834,0.1792633813081359,0.7262388302193337,-1.5575915330527348
0.7315822727683001,6.465545013867411,0.7289105514938169,5.277361877710781,0.7502843216896828,3.786127750900004,0.7542919036014077,2.4341820361187656,0.7489484610524413,0.17146358849720222,0.7409332972289915,-1.5976198134628063
0.7462767397779579,6.589203525737172,0.7436050185034748,5.377273082928546,0.7649787886993409,3.854658586613345,0.7689863706110658,2.4653956756646833,0.7636429280620993,0.16281567759155458,0.7556277642386495,-1.6435849205358757
0.760971206787616,6.707773329038649,0.7582994855131326,5.47294369767274,0.7796732557089987,3.9181007137584007,0.7836808376207236,2.4906724885476033,0.7783373950717571,0.1422941133599096,0.7703222312483073,-1.6912462637983765
0.7756656737972738,6.8204063056771265,0.7729939525227907,5.561829367659222,0.7943677227186567,3.9730616599563167,0.7983753046303816,2.50746812048338,0.793031862081415,0.11922819484412273,0.7850166982579652,-1.7439963156291594
0.7903601408069318,6.9220137470843195,0.7876884195324485,5.647322565266846,0.8090621897283146,4.019541425207089,0.8130697716400395,2.517478807661444,0.807726329091073,0.08598485919176468,0.7997111652676232,-1.8077719026912291
0.8050546078165897,7.019380598017943,0.8023828865421065,5.719245873359044,0.8237566567379724,4.062628718079005,0.8277642386496973,2.5198564319870806,0.8224207961007308,0.04426034259226341,0.814405632277281,-1.8783324345110106
0.8197490748262477,7.106570031814996,0.8170773535517644,5.786080472882956,0.8384511237476304,4.097234830003779,0.8424587056593553,2.5061198125131474,0.8371152631103889,-0.003401000670235632,0.8291000992869391,-1.9573741472779336
0.8344435418359055,7.182733930380764,0.8317718205614222,5.8427376552703,0.8531455907572882,4.118271052413128,0.8571531726690131,2.489838838755073,0.8518097301200467,-0.05869540678516216,0.8437945662965969,-2.047441395276138
0.8491380088455633,7.253809120378247,0.8464662875710802,5.8892174205210726,0.8678400577669463,4.131674211970048,0.8718476396786712,2.459139857386856,0.8665041971297045,-0.12416723003665808,0.8584890333062549,-2.1451417061267737
0.8638324758552214,7.311314420860304,0.861160754580738,5.927216004824704,0.8825345247766041,4.133203718200971,0.886542106688329,2.424200285545071,0.8811986641393625,-0.20320894280358281,0.8731835003159127,-2.2530194341139786
0.8785269428648792,7.358642304205792,0.8758552215903961,5.955885290086479,0.8972289917862619,4.127948279674179,0.9012365736979868,2.375690824187857,0.8958931311490204,-0.29497242699121706,0.8878779673255706,-2.371074579237753
0.8932214098745372,7.401729597077708,0.8905496886000539,5.976073394401112,0.91192345879592,4.109971069726677,0.9159310407076449,2.3203964180729306,0.9105875981586784,-0.3918246197471369,0.9025724343352286,-2.4984590234033828
0.9079158768841951,7.432943236623626,0.9052441556097117,5.984387845389749,0.9266179258055778,4.087753269305602,0.9306255077173027,2.2566208310108617,0.9252820651683362,-0.49800611154491214,0.9172669013448864,-2.633476530421442
0.9226103438938529,7.455675695222403,0.9199386226193698,5.985917351620671,0.9413123928152358,4.056206169842672,0.9453199747269607,2.18775653538051,0.939976532177994,-0.608428193816259,0.9319613683545445,-2.7778233364813545
0.9373048109035109,7.470775090968751,0.9346330896290276,5.977269440715023,0.9560068598248936,4.025507188474457,0.9600144417366185,2.123980948318442,0.9546709991876521,-0.7188502760876077,0.9466558353642023,-2.926410733014839
0.9519992779131687,7.4858744867151,0.9493275566386856,5.965229057430519,0.9707013268345517,3.9931119709168126,0.9747089087462764,2.0703827783929434,0.9693654661973099,-0.8263039450274547,0.9613503023738601,-3.0724537752641794
0.9666937449228268,7.507758827219162,0.9631871107500674,5.957332723150843,0.9853957938442095,3.9759828790640235,0.9880675151186928,2.025773064590352,0.9840599332069679,-0.9091621892205914,0.9760447693835181,-3.200686337524525
0.9813882119324846,7.544061175333366,0.9787164906580013,5.975921132744791,0.9962735161760341,3.967984073280186,1.000758191172488,1.8943854130267024,0.9964834371333149,-0.9768133521611215,0.9887354454373136,-3.316280407222564
0.9959612370660296,7.562554421392113,0.9927430273490385,5.992215472458217,,,0.1502843216896831,0.007371963067059895,0.025182778229081992,-0.12736591654571683,0.9983753046303816,-3.3834913990691824
,,,,,,,,0.04467912266450036,-0.19566579942508966,,
,,,,,,,,0.06255077173030049,-0.2639472477881668,,
